Branch,Department,Division,Item,Qty,Total Price,Total Cost,Total Cost %,Total Profit,Total Profit %
Stories Bayada,,SANDWICHES,TUNA SUB,404.0,142053.27,42345.77,29.81,99707.5,70.19
Stories Bayada,,SANDWICHES,TURKEY & CHEESE SUB,925.0,333874.74,92801.09,27.8,241073.66,72.2
Stories Bayada,,SANDWICHES,VEGGIE SUB,2506.0,7222.52,150727.96,2086.92,-143505.44,-1986.92
Stories Bayada,,SANDWICHES,Total By Division:,9554.0,2475250.82,1024926.64,41.41,1450324.17,58.59
Stories Bayada,,SUBS,ADD CHEDDAR CHEESE,58.0,3642.04,207.64,5.7,3434.4,94.3
Stories Bayada,,SUBS,ADD CHICKEN,145.0,19898.5,12944.98,65.06,6953.52,34.94
Stories Bayada,,SUBS,ADD HALLOUM CHEESE,112.0,10663.96,6308.33,59.16,4355.64,40.84
Stories Bayada,,SUBS,ADD PULLED BEEF,9.0,1351.35,897.75,66.43,453.6,33.57
Stories Bayada,,SUBS,ADD SMOKED TURKEY,212.0,21448.05,8419.49,39.26,13028.56,60.74
Stories Bayada,,SUBS,ADD TUNA,100.0,13684.08,4778.54,34.92,8905.55,65.08
Stories Bayada,,SUBS,Total By Division:,636.0,70687.99,33556.73,47.47,37131.26,52.53
Stories Bayada,,SUBS,Total By Category:,205844.0,2097698.07,7754077.28,36.96,13222903.41,63.04
Stories Bayada,,SUBS,Total By Department:,411948.0,4791107.54,13880502.03,28.97,34030573.38,71.03
Stories Bayada,,SUBS,Total By Branch:,411948.0,4791107.54,13880502.03,28.97,34030573.38,71.03
Stories Le Mall,,COLD BAR SECTION,1 SHOT DECAFE,682.0,0.0,6510.83,0.0,-6510.83,100.0
Stories Le Mall,,COLD BAR SECTION,2 SHOT DECAFE,1329.0,0.0,25375.04,0.0,-25375.04,100.0
Stories Le Mall,,COLD BAR SECTION,3 SHOT DECAFE,215.0,0.0,6157.6,0.0,-6157.6,100.0
Stories Le Mall,,COLD BAR SECTION,ADD BANANA SAUCE LARGE,2.0,133.33,69.99,52.49,63.35,47.51
Stories Le Mall,,COLD BAR SECTION,ADD BANANA SAUCE MEDIUM,33.0,1100.0,577.39,52.49,522.61,47.51
Stories Le Mall,,COLD BAR SECTION,ADD BANANA SAUCE SMALL,13.0,433.33,227.46,52.49,205.88,47.51
Stories Le Mall,,COLD BAR SECTION,ADD CARAMEL DRIZZLE,419.0,13490.99,1406.27,10.42,12084.72,89.58
Stories Le Mall,,COLD BAR SECTION,ADD CARAMEL LARGE,170.0,5382.58,1461.12,27.15,3921.46,72.85
Stories Le Mall,,COLD BAR SECTION,ADD CARAMEL MEDIUM,2278.0,72154.36,17799.13,24.67,54355.22,75.33
Stories Le Mall,,COLD BAR SECTION,ADD CARAMEL SF LARGE,117.0,3728.23,1535.82,41.19,2192.41,58.81
Stories Le Mall,,COLD BAR SECTION,ADD CARAMEL SF MEDIUM,1273.0,40157.36,12532.68,31.21,27624.67,68.79
Stories Le Mall,,COLD BAR SECTION,ADD CARAMEL SF SMALL,496.0,15677.18,3255.41,20.77,12421.76,79.23
Stories Le Mall,,COLD BAR SECTION,ADD CARAMEL SMALL,978.5,30163.97,5097.0,16.9,25066.96,83.1
Stories Le Mall,,COLD BAR SECTION,ADD CHOCOLATE DRIZZLE,232.0,7393.09,764.99,10.35,6628.1,89.65
Stories Le Mall,,COLD BAR SECTION,ADD FULL FAT MILK,179.0,0.0,600.77,0.0,-600.77,100.0
Stories Le Mall,,COLD BAR SECTION,ADD HAZELNUT LARGE,22.0,713.51,238.25,33.39,475.26,66.61
Stories Le Mall,,COLD BAR SECTION,ADD HAZELNUT MEDIUM,151.0,4930.93,1486.6,30.15,3444.34,69.85
Stories Le Mall,,COLD BAR SECTION,ADD HAZELNUT SMALL,108.0,2973.57,708.84,23.84,2264.73,76.16
Stories Le Mall,,COLD BAR SECTION,ADD MATCHA LARGE,2.0,120.12,93.08,77.49,27.04,22.51
Stories Le Mall,,COLD BAR SECTION,ADD MATCHA MEDIUM,2.0,108.11,74.46,68.88,33.64,31.12
Stories Le Mall,,COLD BAR SECTION,ADD MATCHA SMALL,2.0,90.09,55.85,61.99,34.24,38.01
Stories Le Mall,,COLD BAR SECTION,ADD MOCHA LARGE,13.0,420.12,257.19,61.22,162.93,38.78
Stories Le Mall,,COLD BAR SECTION,ADD MOCHA MEDIUM,17.0,536.94,252.25,46.98,284.69,53.02
Stories Le Mall,,COLD BAR SECTION,ADD MOCHA SMALL,13.0,397.0,128.6,32.39,268.4,67.61
Stories Le Mall,,COLD BAR SECTION,ADD RASPBERRY SAUCE LARGE,3.0,200.0,94.58,47.29,105.42,52.71
Stories Le Mall,,COLD BAR SECTION,ADD RASPBERRY SAUCE MEDIUM,63.0,2100.0,993.05,47.29,1106.95,52.71
Stories Le Mall,,COLD BAR SECTION,ADD RASPBERRY SAUCE SMALL,27.0,900.0,425.59,47.29,474.41,52.71
Stories Le Mall,,COLD BAR SECTION,ADD SHOT,2251.0,73062.76,19944.99,27.3,53117.78,72.7
Stories Le Mall,,COLD BAR SECTION,ADD SKIMMED MILK,434.0,0.0,1456.61,0.0,-1456.61,100.0
Stories Le Mall,,COLD BAR SECTION,ADD TOFFEE NUT MEDIUM,21.0,633.93,335.2,52.88,298.73,47.12
Stories Le Mall,,COLD BAR SECTION,ADD TOFFEE NUT SMALL,21.0,540.54,251.4,46.51,289.14,53.49
Stories Le Mall,,COLD BAR SECTION,ADD VANILLA LARGE,246.0,7711.11,2819.11,36.56,4892.0,63.44
Stories Le Mall,,COLD BAR SECTION,ADD VANILLA MEDIUM,1597.0,49854.06,12478.15,25.03,37375.91,74.97
Stories Le Mall,,COLD BAR SECTION,ADD VANILLA SF LARGE,258.0,8101.2,3725.35,45.99,4375.85,54.01
Stories Le Mall,,COLD BAR SECTION,ADD VANILLA SF MEDIUM,2756.0,86412.92,27132.82,31.4,59280.1,68.6
Stories Le Mall,,COLD BAR SECTION,ADD VANILLA SF SMALL,1290.0,40256.76,8466.7,21.03,31790.06,78.97
Stories Le Mall,,COLD BAR SECTION,ADD VANILLA SMALL,748.5,23018.32,3898.93,16.94,19119.39,83.06
Stories Le Mall,,COLD BAR SECTION,ADD WHIPPED CREAM,554.0,17806.01,4908.72,27.57,12897.29,72.43
Stories Le Mall,,COLD BAR SECTION,ADD WHITE MOCHA LARGE,85.0,2638.44,730.32,27.68,1908.12,72.32
Stories Le Mall,,COLD BAR SECTION,ADD WHITE MOCHA MEDIUM,469.0,14946.25,3022.24,20.22,11924.01,79.78
Stories Le Mall,,COLD BAR SECTION,ADD WHITE MOCHA SMALL,1440.0,6649.55,6186.24,93.03,463.31,6.97
Stories Le Mall,,COLD BAR SECTION,ADD YIRGACHEFFE SHOT,497.0,17991.29,4744.69,26.37,13246.6,73.63
Stories Le Mall,,COLD BAR SECTION,BLUE NADE,569.0,151091.89,38298.45,25.35,112793.44,74.65
Stories Le Mall,,COLD BAR SECTION,CARAMEL CREAM  FRAPP LARGE,103.0,31805.29,6609.27,20.78,25196.01,79.22
Stories Le Mall,,COLD BAR SECTION,CARAMEL CREAM  FRAPP MEDIUM,1096.0,292338.74,46565.89,15.93,245772.85,84.07
Stories Le Mall,,COLD BAR SECTION,CARAMEL CREAM FRAPP SMALL,455.0,101029.13,14790.53,14.64,86238.6,85.36
Stories Le Mall,,COLD BAR SECTION,CARAMEL FRAPP LARGE,236.0,72837.48,16906.56,23.21,55930.91,76.79
Stories Le Mall,,COLD BAR SECTION,CARAMEL FRAPP MEDIUM,2000.0,532460.06,142030.5,26.67,390429.56,73.33
Stories Le Mall,,COLD BAR SECTION,CARAMEL FRAPP SMALL,760.0,169624.32,42843.72,25.26,126780.6,74.74
Stories Le Mall,,COLD BAR SECTION,CHOCOLATE CREAM FRAP SMALL,595.0,135300.9,30741.08,22.72,104559.82,77.28
Stories Le Mall,,COLD BAR SECTION,CHOCOLATE CREAM FRAPP LARGE,86.0,25065.47,6117.48,24.41,18947.98,75.59
Stories Le Mall,,COLD BAR SECTION,CHOCOLATE CREAM FRAPP MEDIUM,1025.0,273111.11,70553.46,25.83,202557.65,74.17
Stories Le Mall,,COLD BAR SECTION,COFFEE FRAPP LARGE,29.0,7363.36,1753.58,23.81,5609.78,76.19
Stories Le Mall,,COLD BAR SECTION,COFFEE FRAPPE MEDIUM,227.0,50076.28,13204.0,26.37,36872.28,73.63
Stories Le Mall,,COLD BAR SECTION,COFFEE FRAPPE SMALL,77.0,14347.75,3681.22,25.66,10666.53,74.34
Stories Le Mall,,COLD BAR SECTION,COLD BREW BOTTLE,765.0,74624.63,32622.53,43.72,42002.09,56.28
Stories Le Mall,,COLD BAR SECTION,DOUBLE SHOT SHAKEN LARGE,63.0,16706.31,4613.69,27.62,12092.62,72.38
Stories Le Mall,,COLD BAR SECTION,DOUBLE SHOT SHAKEN MEDIUM,434.0,101467.51,22245.78,21.92,79221.73,78.08
Stories Le Mall,,COLD BAR SECTION,DOUBLE SHOT SHAKEN SMALL,977.0,31659.46,31245.84,98.69,413.62,1.31
Stories Le Mall,,COLD BAR SECTION,ESPRESSO FRAPP LARGE,66.0,16120.12,4575.7,28.39,11544.42,71.61
Stories Le Mall,,COLD BAR SECTION,ESPRESSO FRAPP MEDIUM,334.0,73378.08,18755.31,25.56,54622.76,74.44
Stories Le Mall,,COLD BAR SECTION,ESPRESSO FRAPP SMALL,109.0,20131.53,4991.58,24.79,15139.95,75.21
Stories Le Mall,,COLD BAR SECTION,HAZELNUT FRAPP MEDIUM,18.0,4747.15,1224.22,25.79,3522.92,74.21
Stories Le Mall,,COLD BAR SECTION,HAZELNUT FRAPP SMALL,4.0,863.96,217.49,25.17,646.48,74.83
Stories Le Mall,,COLD BAR SECTION,ICED AMERICANO LARGE,133.0,34948.11,6538.82,18.71,28409.29,81.29
Stories Le Mall,,COLD BAR SECTION,ICED AMERICANO MEDIUM,757.0,172590.75,26860.14,15.56,145730.61,84.44
Stories Le Mall,,COLD BAR SECTION,ICED AMERICANO SMALL,525.0,100968.35,11596.84,11.49,89371.5,88.51
Stories Le Mall,,COLD BAR SECTION,ICED CARAMEL MACCHIATO LARGE,194.0,57720.72,11318.21,19.61,46402.51,80.39
Stories Le Mall,,COLD BAR SECTION,ICED CARAMEL MACCHIATO MEDIUM,1539.0,408610.21,78106.21,19.12,330504.0,80.88
Stories Le Mall,,COLD BAR SECTION,ICED CARAMEL MACCHIATO SMALL,546.0,120077.48,17573.48,14.64,102503.99,85.36
Stories Le Mall,,COLD BAR SECTION,ICED CLASSIC CHOC LARGE,30.0,8914.41,1830.68,20.54,7083.73,79.46
Stories Le Mall,,COLD BAR SECTION,ICED CLASSIC CHOC MEDIUM,381.0,101193.99,17342.76,17.14,83851.23,82.86
Stories Le Mall,,COLD BAR SECTION,ICED CLASSIC CHOC SMALL,172.0,38522.52,6660.14,17.29,31862.39,82.71
Stories Le Mall,,COLD BAR SECTION,ICED DOUBLE SHOT TOFFEE NUT LARGE,3.0,840.54,271.74,32.33,568.8,67.67
Stories Le Mall,,COLD BAR SECTION,ICED DOUBLE SHOT TOFFEE NUT MEDIUM,11.0,2721.92,775.51,28.49,1946.41,71.51
Stories Le Mall,,COLD BAR SECTION,ICED DOUBLE SHOT TOFFEE NUT SMALL,3.0,630.63,141.7,22.47,488.93,77.53
Stories Le Mall,,COLD BAR SECTION,ICED LATTE LARGE,474.0,125823.42,22397.48,17.8,103425.94,82.2
Stories Le Mall,,COLD BAR SECTION,ICED LATTE MEDIUM,5532.0,1273963.36,226804.34,17.8,1047159.02,82.2
Stories Le Mall,,COLD BAR SECTION,ICED LATTE SMALL,2031.0,399790.99,50063.89,12.52,349727.11,87.48
Stories Le Mall,,COLD BAR SECTION,ICED LEMON TEA  MEDIUM,2.0,480.48,57.87,12.04,422.61,87.96
Stories Le Mall,,COLD BAR SECTION,ICED LEMON TEA LARGE,0.0,0.0,0.0,0.0,0.0,100.0
Stories Le Mall,,COLD BAR SECTION,ICED MATCHA LATTE LARGE,298.0,79012.61,23869.38,30.21,55143.24,69.79
Stories Le Mall,,COLD BAR SECTION,ICED MATCHA LATTE MEDIUM,2477.0,569798.5,159858.43,28.06,409940.06,71.94
Stories Le Mall,,COLD BAR SECTION,ICED MATCHA LATTE SMALL,866.0,168884.69,39599.69,23.45,129285.0,76.55
Stories Le Mall,,COLD BAR SECTION,ICED MOCHA LARGE,65.0,19300.3,4095.57,21.22,15204.73,78.78
Stories Le Mall,,COLD BAR SECTION,ICED MOCHA MEDIUM,921.0,244329.13,48643.67,19.91,195685.46,80.09
Stories Le Mall,,COLD BAR SECTION,ICED MOCHA SMALL,328.0,71119.82,10669.26,15.0,60450.56,85.0
Stories Le Mall,,COLD BAR SECTION,ICED PEACH TEA  MEDIUM,714.0,173672.07,33961.39,19.55,139710.68,80.45
Stories Le Mall,,COLD BAR SECTION,ICED PEACH TEA  SMALL,320.0,47450.75,11335.83,23.89,36114.92,76.11
Stories Le Mall,,COLD BAR SECTION,ICED PEACH TEA LARGE,99.0,26964.87,6064.46,22.49,20900.4,77.51
Stories Le Mall,,COLD BAR SECTION,ICED RASPBERRY TEA  SMALL,1.0,233.33,20.26,8.68,213.07,91.32
Stories Le Mall,,COLD BAR SECTION,ICED SALTED CARAMEL LATTE LARGE,31.0,9441.44,2282.57,24.18,7158.87,75.82
Stories Le Mall,,COLD BAR SECTION,ICED SALTED CARAMEL LATTE MEDIUM,526.0,139192.79,32521.97,23.36,106670.82,76.64
Stories Le Mall,,COLD BAR SECTION,ICED SALTED CARAMEL LATTE SMALL,163.0,36690.09,6463.84,17.62,30226.25,82.38
Stories Le Mall,,COLD BAR SECTION,ICED SPANISH LATTE MEDIUM,2134.0,619612.97,118931.88,19.19,500681.09,80.81
Stories Le Mall,,COLD BAR SECTION,ICED SPANISH LATTE SMALL,902.0,228036.64,31775.12,13.93,196261.52,86.07
Stories Le Mall,,COLD BAR SECTION,ICED TOFFEE NUT LATTE LARGE,16.0,5168.17,1245.68,24.1,3922.49,75.9
Stories Le Mall,,COLD BAR SECTION,ICED TOFFEE NUT LATTE MEDIUM,132.0,35465.47,8792.98,24.79,26672.48,75.21
Stories Le Mall,,COLD BAR SECTION,ICED TOFFEE NUT LATTE SMALL,28.0,6606.01,1267.75,19.19,5338.26,80.81
Stories Le Mall,,COLD BAR SECTION,ICED WHITE MOCHA LARGE,212.0,62995.2,10985.11,17.44,52010.08,82.56
Stories Le Mall,,COLD BAR SECTION,ICED WHITE MOCHA MEDIUM,1405.0,372708.71,62412.9,16.75,310295.81,83.25
Stories Le Mall,,COLD BAR SECTION,ICED WHITE MOCHA SMALL,799.0,127708.11,21518.76,16.85,106189.34,83.15
Stories Le Mall,,COLD BAR SECTION,MATCHA CREAM  FRAPP SMALL,125.0,27894.9,6483.18,23.24,21411.72,76.76
Stories Le Mall,,COLD BAR SECTION,MATCHA CREAM FRAPP LARGE,39.0,11196.1,2944.67,26.3,8251.43,73.7
Stories Le Mall,,COLD BAR SECTION,MATCHA CREAM FRAPP MEDIUM,347.0,89239.64,23786.64,26.65,65453.0,73.35
Stories Le Mall,,COLD BAR SECTION,MOCHA FRAPP LARGE,110.0,31815.92,8283.7,26.04,23532.21,73.96
Stories Le Mall,,COLD BAR SECTION,MOCHA FRAPP MEDIUM,1000.0,262675.08,73005.54,27.79,189669.53,72.21
Stories Le Mall,,COLD BAR SECTION,MOCHA FRAPP SMALL,359.0,78627.03,20714.36,26.35,57912.66,73.65
Stories Le Mall,,COLD BAR SECTION,NO WHIPPED CREAM,13.0,0.0,-115.19,0.0,115.19,100.0
Stories Le Mall,,COLD BAR SECTION,REPLACE 1 SHOT YIRGACHEFFE,696.0,46082.88,1308.13,2.84,44774.75,97.16
Stories Le Mall,,COLD BAR SECTION,REPLACE 2 SHOT YIRGACHEFFE,279.0,17906.31,1048.76,5.86,16857.55,94.14
Stories Le Mall,,COLD BAR SECTION,REPLACE 3 SHOT YIRGACHEFFE,64.0,4108.11,360.86,8.78,3747.24,91.22
Stories Le Mall,,COLD BAR SECTION,REPLACE ALMOND LARGE,105.0,14881.14,5873.44,39.47,9007.7,60.53
Stories Le Mall,,COLD BAR SECTION,REPLACE ALMOND MEDIUM,1394.0,162675.86,60648.68,37.28,102027.18,62.72
Stories Le Mall,,COLD BAR SECTION,REPLACE ALMOND SMALL,833.0,76617.84,25886.63,33.79,50731.21,66.21
Stories Le Mall,,COLD BAR SECTION,REPLACE COCONUT LARGE,59.0,5830.93,3407.51,58.44,2423.42,41.56
Stories Le Mall,,COLD BAR SECTION,REPLACE COCONUT MEDIUM,806.0,79264.93,36205.56,45.68,43059.37,54.32
Stories Le Mall,,COLD BAR SECTION,REPLACE COCONUT SMALL,345.0,31043.06,11069.58,35.66,19973.48,64.34
Stories Le Mall,,COLD BAR SECTION,REPLACE LACTOSE FREE LARGE,117.0,0.0,1963.41,0.0,-1963.41,100.0
Stories Le Mall,,COLD BAR SECTION,REPLACE LACTOSE FREE MEDIUM,1303.0,0.0,17006.86,0.0,-17006.86,100.0
Stories Le Mall,,COLD BAR SECTION,REPLACE LACTOSE FREE SMALL,793.0,0.0,7393.07,0.0,-7393.07,100.0
Stories Le Mall,,COLD BAR SECTION,REPLACE SKIMMED MILK LARGE,303.0,0.0,0.0,0.0,0.0,100.0
Stories Le Mall,,COLD BAR SECTION,REPLACE SKIMMED MILK MEDIUM,3159.0,0.0,0.0,0.0,0.0,100.0
Stories Le Mall,,COLD BAR SECTION,REPLACE SKIMMED MILK SMALL,2378.0,0.0,0.0,0.0,0.0,100.0
Stories Le Mall,,COLD BAR SECTION,REPLACE SUGAR FREE ALMOND LARGE,18.0,2917.42,998.82,34.24,1918.6,65.76
Stories Le Mall,,COLD BAR SECTION,REPLACE SUGAR FREE ALMOND MEDIUM,234.0,30671.47,8656.44,28.22,22015.03,71.78
Stories Le Mall,,COLD BAR SECTION,REPLACE SUGAR FREE ALMOND SMALL,109.0,10771.17,3360.23,31.2,7410.94,68.8
Stories Le Mall,,COLD BAR SECTION,REPLACE SUGAR FREE OAT LARGE,41.0,6552.55,2064.09,31.5,4488.46,68.5
Stories Le Mall,,COLD BAR SECTION,REPLACE SUGAR FREE OAT MEDIUM,522.0,66164.56,17519.62,26.48,48644.94,73.52
Stories Le Mall,,COLD BAR SECTION,REPLACE SUGAR FREE OAT SMALL,288.5,27378.38,8068.98,29.47,19309.39,70.53
Stories Le Mall,,COLD BAR SECTION,REPLACE SUGAR FREE SOYA LARGE,7.0,1100.6,328.91,29.88,771.69,70.12
Stories Le Mall,,COLD BAR SECTION,REPLACE SUGAR FREE SOYA MEDIUM,51.0,6456.46,1597.58,24.74,4858.88,75.26
Stories Le Mall,,COLD BAR SECTION,REPLACE SUGAR FREE SOYA SMALL,38.0,3631.53,991.96,27.32,2639.57,72.68
Stories Le Mall,,COLD BAR SECTION,SALTED CARAMEL CREAM FRAPPE LARGE,10.0,3003.0,899.92,29.97,2103.08,70.03
Stories Le Mall,,COLD BAR SECTION,SALTED CARAMEL CREAM FRAPPE MEDIUM,155.0,42825.77,12169.1,28.42,30656.66,71.58
Stories Le Mall,,COLD BAR SECTION,SALTED CARAMEL CREAM FRAPPE SMALL,60.0,14510.81,3757.48,25.89,10753.33,74.11
Stories Le Mall,,COLD BAR SECTION,SALTED CARAMEL FRAPPE LARGE,43.0,12945.95,4631.66,35.78,8314.28,64.22
Stories Le Mall,,COLD BAR SECTION,SALTED CARAMEL FRAPPE MEDIUM,322.0,88343.78,30986.49,35.07,57357.29,64.93
Stories Le Mall,,COLD BAR SECTION,SALTED CARAMEL FRAPPE SMALL,90.0,20694.89,6433.67,31.09,14261.23,68.91
Stories Le Mall,,COLD BAR SECTION,SIGNATURE ICED CHOCOLATE LARGE,9.0,2648.65,948.45,35.81,1700.2,64.19
Stories Le Mall,,COLD BAR SECTION,SIGNATURE ICED CHOCOLATE MEDIUM,68.0,17969.97,5937.46,33.04,12032.51,66.96
Stories Le Mall,,COLD BAR SECTION,SIGNATURE ICED CHOCOLATE SMALL,32.0,7303.3,2123.92,29.08,5179.38,70.92
Stories Le Mall,,COLD BAR SECTION,STRAWBERRY CREAM FRAPP LARGE,98.0,27946.55,7224.98,25.85,20721.57,74.15
Stories Le Mall,,COLD BAR SECTION,STRAWBERRY CREAM FRAPP MEDIUM,958.0,255209.61,68423.65,26.81,186785.96,73.19
Stories Le Mall,,COLD BAR SECTION,STRAWBERRY CREAM FRAPP SMALL,649.0,115968.47,34753.88,29.97,81214.59,70.03
Stories Le Mall,,COLD BAR SECTION,STRAWBERRY DRIZZLE TOPPING,184.0,5789.79,1386.78,23.95,4403.01,76.05
Stories Le Mall,,COLD BAR SECTION,TOFFEENUT CREAM  FRAP MEDIUM,18.0,5003.24,1214.13,24.27,3789.12,75.73
Stories Le Mall,,COLD BAR SECTION,TOFFEENUT CREAM  FRAP SMALL,3.0,760.24,150.73,19.83,609.51,80.17
Stories Le Mall,,COLD BAR SECTION,TOFFEENUT FRAP LARGE,3.0,1000.0,246.63,24.66,753.37,75.34
Stories Le Mall,,COLD BAR SECTION,TOFFEENUT FRAP MEDIUM,31.0,8655.14,2322.58,26.83,6332.56,73.17
Stories Le Mall,,COLD BAR SECTION,TOFFEENUT FRAP SMALL,4.0,980.72,238.3,24.3,742.42,75.7
Stories Le Mall,,COLD BAR SECTION,VANILLA CREAM FRAPP LARGE,46.0,13028.23,2797.33,21.47,10230.9,78.53
Stories Le Mall,,COLD BAR SECTION,VANILLA CREAM FRAPP MEDIUM,449.0,115431.83,26271.26,22.76,89160.57,77.24
Stories Le Mall,,COLD BAR SECTION,VANILLA CREAM FRAPP SMALL,252.0,55533.33,11008.67,19.82,44524.66,80.18
Stories Le Mall,,COLD BAR SECTION,VANILLA FRAP SMALL,58.0,12747.15,3074.99,24.12,9672.16,75.88
Stories Le Mall,,COLD BAR SECTION,VANILLA FRAPP LARGE,22.0,6423.42,1502.2,23.39,4921.23,76.61
Stories Le Mall,,COLD BAR SECTION,VANILLA FRAPP MEDIUM,174.0,44696.7,11480.67,25.69,33216.02,74.31
Stories Le Mall,,COLD BAR SECTION,WHITE MOCHA CREAM FRAPP LARGE,9.0,2641.14,534.98,20.26,2106.16,79.74
Stories Le Mall,,COLD BAR SECTION,WHITE MOCHA CREAM FRAPP MEDIUM,60.0,15254.05,3428.47,22.48,11825.59,77.52
Stories Le Mall,,COLD BAR SECTION,WHITE MOCHA CREAM FRAPP SMALL,32.0,7027.33,1368.71,19.48,5658.62,80.52
Stories Le Mall,,COLD BAR SECTION,WHITE MOCHA FRAPP LARGE,19.0,5313.51,1271.33,23.93,4042.18,76.07
Stories Le Mall,,COLD BAR SECTION,WHITE MOCHA FRAPP MEDIUM,112.0,28633.03,7236.48,25.27,21396.56,74.73
Stories Le Mall,,COLD BAR SECTION,WHITE MOCHA FRAPP SMALL,38.0,7914.41,1979.95,25.02,5934.46,74.98
Stories Le Mall,,COLD BAR SECTION,Total By Division:,76248.5,1068297.59,2464192.43,23.07,8218783.47,76.93
Stories Le Mall,,GRAB&GO BEVERAGES,APPLE JUICE,4.0,669.67,261.86,39.1,407.81,60.9
Stories Le Mall,,GRAB&GO BEVERAGES,LEMON JUICE,509.0,85219.22,37750.32,44.3,47468.89,55.7
Stories Le Mall,,GRAB&GO BEVERAGES,MAWARDI JUICE,288.0,48277.78,18854.02,39.05,29423.76,60.95
Stories Le Mall,,GRAB&GO BEVERAGES,ORANGE JUICE,1625.0,272190.69,106381.17,39.08,165809.52,60.92
Stories Le Mall,,GRAB&GO BEVERAGES,POMEGRANATE JUICE,463.0,77493.99,44492.45,57.41,33001.55,42.59
Stories Le Mall,,GRAB&GO BEVERAGES,RIM SPARKLING WATER-250 ML,1035.0,66233.87,21791.01,32.9,44442.86,67.1
Stories Le Mall,,GRAB&GO BEVERAGES,SAN BENEDETTO CLEMENTINE 330ML/24,420.0,70331.83,18074.28,25.7,52257.55,74.3
Stories Le Mall,,GRAB&GO BEVERAGES,SAN BENEDETTO GLASS 250ML/24,305.0,41637.24,12435.35,29.87,29201.89,70.13
Stories Le Mall,,GRAB&GO BEVERAGES,SAN BENEDETTO LEMON 330ML/24,446.0,74716.22,19193.16,25.69,55523.06,74.31
Stories Le Mall,,GRAB&GO BEVERAGES,WATER,34344.0,1311815.58,157412.87,12.0,1154402.71,88.0
Stories Le Mall,,GRAB&GO BEVERAGES,Total By Division:,39439.0,2048586.09,436646.48,21.31,1611939.6,78.69
Stories Le Mall,,HOT BAR SECTION,ADD BOMBAY CHAI TEA BAG,1.0,42.04,21.7,51.61,20.35,48.39
Stories Le Mall,,HOT BAR SECTION,ADD EARL GREY LAVENDER  BAG,4.0,168.17,70.52,41.93,97.65,58.07
Stories Le Mall,,HOT BAR SECTION,ADD ENGLISH BREAKFAST TEA BAG,11.0,427.63,193.92,45.35,233.71,54.65
Stories Le Mall,,HOT BAR SECTION,ADD GOLDEN CHAMOMILE HERBAL TEA BAG,2.0,84.08,35.26,41.93,48.83,58.07
Stories Le Mall,,HOT BAR SECTION,ADD GREEN TEA BAG,1.0,54.05,17.63,32.61,36.43,67.39
Stories Le Mall,,HOT BAR SECTION,ADD LEMONGRASS&ORANGE TEA BAG,2.0,84.08,35.26,41.93,48.83,58.07
Stories Le Mall,,HOT BAR SECTION,ADD SOUTHERN MINT HERBAL TEA BAG,1.0,33.33,18.01,54.02,15.33,45.98
Stories Le Mall,,HOT BAR SECTION,ADD SWEET GINGER PEACH BLACK  TEA BAG,2.0,84.08,35.26,41.93,48.83,58.07
Stories Le Mall,,HOT BAR SECTION,AMERICAN COFFEE BEANS 250G,4.0,1921.92,954.67,49.67,967.26,50.33
Stories Le Mall,,HOT BAR SECTION,AMERICANO LARGE,101.0,24652.73,5674.25,23.02,18978.48,76.98
Stories Le Mall,,HOT BAR SECTION,AMERICANO MEDIUM,952.0,209370.42,43783.36,20.91,165587.06,79.09
Stories Le Mall,,HOT BAR SECTION,AMERICANO SMALL,1823.0,345375.5,63600.57,18.41,281774.93,81.59
Stories Le Mall,,HOT BAR SECTION,BLACK COFFEE LARGE,242.0,56297.6,18867.85,33.51,37429.75,66.49
Stories Le Mall,,HOT BAR SECTION,BLACK COFFEE MEDIUM,1536.0,308851.65,99231.17,32.13,209620.48,67.87
Stories Le Mall,,HOT BAR SECTION,BLACK COFFEE SMALL,4613.0,751328.82,238799.99,31.78,512528.84,68.22
Stories Le Mall,,HOT BAR SECTION,BOMBAY CHAI BLACK TEA MEDIUM,134.0,19412.91,5508.26,28.37,13904.66,71.63
Stories Le Mall,,HOT BAR SECTION,CAPPUCCINO LARGE,146.0,38719.52,9737.09,25.15,28982.43,74.85
Stories Le Mall,,HOT BAR SECTION,CAPPUCCINO MEDIUM,1822.0,412221.32,80797.03,19.6,331424.29,80.4
Stories Le Mall,,HOT BAR SECTION,CAPPUCCINO SMALL,2421.0,475440.54,76223.27,16.03,399217.27,83.97
Stories Le Mall,,HOT BAR SECTION,CARAMEL MACCHIATO LARGE,75.0,22351.65,6109.4,27.33,16242.25,72.67
Stories Le Mall,,HOT BAR SECTION,CARAMEL MACHIATO MEDIUM,615.0,158840.24,38676.64,24.35,120163.6,75.65
Stories Le Mall,,HOT BAR SECTION,CARAMEL MACHIATO SMALL,509.0,113353.3,22261.82,19.64,91091.48,80.36
Stories Le Mall,,HOT BAR SECTION,CLASSIC HOT CHOC LARGE,13.0,3837.24,1072.12,27.94,2765.11,72.06
Stories Le Mall,,HOT BAR SECTION,CLASSIC HOT CHOC MEDIUM,177.0,46613.21,11478.25,24.62,35134.96,75.38
Stories Le Mall,,HOT BAR SECTION,CLASSIC HOT CHOC SMALL,333.0,75966.16,16630.54,21.89,59335.62,78.11
