Branch,Department,Division,Item,Qty,Total Price,Total Cost,Total Cost %,Total Profit,Total Profit %
Stories - Bir Hasan,Take Away,HOT BAR SECTION,CAPPUCCINO MEDIUM,599.0,141969.26,26562.8,18.71,115406.46,81.29
Stories - Bir Hasan,Take Away,HOT BAR SECTION,CAPPUCCINO SMALL,611.0,124549.44,19236.85,15.45,105312.59,84.55
Stories - Bir Hasan,Take Away,HOT BAR SECTION,CARAMEL MACCHIATO LARGE,86.0,27059.67,7005.45,25.89,20054.22,74.11
Stories - Bir Hasan,Take Away,HOT BAR SECTION,CARAMEL MACHIATO MEDIUM,734.0,195564.49,46160.41,23.6,149404.08,76.4
Stories - Bir Hasan,Take Away,HOT BAR SECTION,CARAMEL MACHIATO SMALL,718.0,163271.68,31402.72,19.23,131868.95,80.77
Stories - Bir Hasan,Take Away,HOT BAR SECTION,CLASSIC HOT CHOC LARGE,11.0,3453.12,907.18,26.27,2545.94,73.73
Stories - Bir Hasan,Take Away,HOT BAR SECTION,CLASSIC HOT CHOC MEDIUM,80.0,21238.29,5187.91,24.43,16050.38,75.57
Stories - Bir Hasan,Take Away,HOT BAR SECTION,CLASSIC HOT CHOC SMALL,83.0,18233.5,4145.15,22.73,14088.35,77.27
Stories - Bir Hasan,Take Away,HOT BAR SECTION,DOUBLE ESPRESSO,2723.0,439487.09,57147.21,13.0,382339.88,87.0
Stories - Bir Hasan,Take Away,HOT BAR SECTION,DOUBLE ESPRESSO MAC,28.0,5231.35,775.58,14.83,4455.77,85.17
Stories - Bir Hasan,Take Away,HOT BAR SECTION,DOUBLE LONGO,105.0,19233.15,2965.45,15.42,16267.7,84.58
Stories - Bir Hasan,Take Away,HOT BAR SECTION,EARL GREY LAVENDER TEA MEDIUM,59.0,9078.68,2185.25,24.07,6893.42,75.93
Stories - Bir Hasan,Take Away,HOT BAR SECTION,ENGLISH BREAKFAST TEA MEDIUM,146.0,20491.29,5407.58,26.39,15083.71,73.61
Stories - Bir Hasan,Take Away,HOT BAR SECTION,ESPRESSO,2863.0,431661.22,33771.02,7.82,397890.2,92.18
Stories - Bir Hasan,Take Away,HOT BAR SECTION,FLAT WHITE,1866.0,247419.05,69020.47,27.9,178398.59,72.1
Stories - Bir Hasan,Take Away,HOT BAR SECTION,GOLDEN CHAMOMILE HERBAL TEA MEDIUM,56.0,8021.02,2074.14,25.86,5946.88,74.14
Stories - Bir Hasan,Take Away,HOT BAR SECTION,HOT DOUBLE SHOT LARGE,35.0,12072.37,3295.61,27.3,8776.76,72.7
Stories - Bir Hasan,Take Away,HOT BAR SECTION,HOT DOUBLE SHOT MEDIUM,154.0,42026.43,11449.34,27.24,30577.08,72.76
Stories - Bir Hasan,Take Away,HOT BAR SECTION,HOT DOUBLE SHOT SMALL,272.0,56671.14,14678.46,25.9,41992.68,74.1
Stories - Bir Hasan,Take Away,HOT BAR SECTION,HOT DOUBLE SHOT TOFFEE NUT MEDIUM,3.0,924.32,277.82,30.06,646.51,69.94
Stories - Bir Hasan,Take Away,HOT BAR SECTION,HOT DOUBLE SHOT TOFFEE NUT SMALL,2.0,528.53,120.05,22.71,408.47,77.29
Stories - Bir Hasan,Take Away,HOT BAR SECTION,HOUSE BLEND BEANS 250G,44.12,22681.08,10860.27,47.88,11820.82,52.12
Stories - Bir Hasan,Take Away,HOT BAR SECTION,LATTE LARGE,558.0,154208.89,37214.37,24.13,116994.52,75.87
Stories - Bir Hasan,Take Away,HOT BAR SECTION,LATTE MEDIUM,2502.0,579585.57,127746.47,22.04,451839.1,77.96
Stories - Bir Hasan,Take Away,HOT BAR SECTION,LATTE SMALL,1913.0,373040.81,66649.8,17.87,306391.01,82.13
Stories - Bir Hasan,Take Away,HOT BAR SECTION,LEMONGRASS&ORANGE TEA MEDIUM,11.0,1513.51,407.42,26.92,1106.09,73.08
Stories - Bir Hasan,Take Away,HOT BAR SECTION,MATCHA LATTE LARGE,79.0,22156.4,7545.4,34.06,14610.99,65.94
Stories - Bir Hasan,Take Away,HOT BAR SECTION,MATCHA LATTE MEDIUM,375.0,88279.65,29785.97,33.74,58493.68,66.26
Stories - Bir Hasan,Take Away,HOT BAR SECTION,MATCHA LATTE SMALL,246.0,47618.23,15440.06,32.42,32178.18,67.58
Stories - Bir Hasan,Take Away,HOT BAR SECTION,MEDITERRANEAN CARAMEL TEA MEDIUM,15.0,2518.02,555.57,22.06,1962.44,77.94
Stories - Bir Hasan,Take Away,HOT BAR SECTION,MOCHA  LARGE,48.0,14574.62,4576.18,31.4,9998.44,68.6
Stories - Bir Hasan,Take Away,HOT BAR SECTION,MOCHA MEDIUM,254.0,67982.2,18988.13,27.93,48994.07,72.07
Stories - Bir Hasan,Take Away,HOT BAR SECTION,MOCHA SMALL,248.0,55579.36,13291.08,23.91,42288.28,76.09
Stories - Bir Hasan,Take Away,HOT BAR SECTION,ORGANIC GREEN TEA MEDIUM,78.0,11040.54,2888.98,26.17,8151.56,73.83
Stories - Bir Hasan,Take Away,HOT BAR SECTION,SALTED CARAMEL LATTE LARGE,18.0,6138.14,1752.75,28.56,4385.39,71.44
Stories - Bir Hasan,Take Away,HOT BAR SECTION,SALTED CARAMEL LATTE MEDIUM,147.0,41091.05,11011.56,26.8,30079.49,73.2
Stories - Bir Hasan,Take Away,HOT BAR SECTION,SALTED CARAMEL LATTE SMALL,107.0,25256.61,5549.0,21.97,19707.61,78.03
Stories - Bir Hasan,Take Away,HOT BAR SECTION,SIGNATURE HOT CHOCOLATE LARGE,84.0,26527.93,8525.48,32.14,18002.45,67.86
Stories - Bir Hasan,Take Away,HOT BAR SECTION,SIGNATURE HOT CHOCOLATE MEDIUM,380.0,103317.48,32252.35,31.22,71065.13,68.78
Stories - Bir Hasan,Take Away,HOT BAR SECTION,SIGNATURE HOT CHOCOLATE SMALL,516.0,113458.83,34919.18,30.78,78539.65,69.22
Stories - Bir Hasan,Take Away,HOT BAR SECTION,SINGLE ESPRESSO MACC,24.0,3835.61,444.2,11.58,3391.41,88.42
Stories - Bir Hasan,Take Away,HOT BAR SECTION,SINGLE LONGO,43.0,7352.67,804.98,10.95,6547.69,89.05
Stories - Bir Hasan,Take Away,HOT BAR SECTION,SOUTHERN MINT HERBAL TEA MEDIUM,52.0,7890.69,1945.63,24.66,5945.06,75.34
Stories - Bir Hasan,Take Away,HOT BAR SECTION,SPANISH LATTE MEDIUM,473.0,143346.86,33853.2,23.62,109493.67,76.38
Stories - Bir Hasan,Take Away,HOT BAR SECTION,SPANISH LATTE SMALL,627.0,145332.31,31727.11,21.83,113605.2,78.17
Stories - Bir Hasan,Take Away,HOT BAR SECTION,STEAMED MILK LARGE,1.0,200.0,43.47,21.73,156.53,78.27
Stories - Bir Hasan,Take Away,HOT BAR SECTION,STEAMED MILK MEDIUM,11.0,1872.52,403.62,21.56,1468.9,78.44
Stories - Bir Hasan,Take Away,HOT BAR SECTION,STEAMED MILK SMALL,33.0,3514.47,968.09,27.55,2546.38,72.45
Stories - Bir Hasan,Take Away,HOT BAR SECTION,SWEET GINGER PEACH BLACK TEA MEDIUM,59.0,8683.18,2185.25,25.17,6497.93,74.83
Stories - Bir Hasan,Take Away,HOT BAR SECTION,TOFFEE NUT LATTE LARGE,37.0,12874.77,3784.49,29.39,9090.28,70.61
Stories - Bir Hasan,Take Away,HOT BAR SECTION,TOFFEE NUT LATTE MEDIUM,297.0,80687.21,24253.25,30.06,56433.96,69.94
Stories - Bir Hasan,Take Away,HOT BAR SECTION,TOFFEE NUT LATTE SMALL,275.0,64829.43,16625.22,25.64,48204.21,74.36
Stories - Bir Hasan,Take Away,HOT BAR SECTION,TRIPLE ESPRESSO,175.0,7210.63,6493.01,90.05,717.62,9.95
Stories - Bir Hasan,Take Away,HOT BAR SECTION,WHITE MOCHA LARGE,261.0,80902.37,21961.82,27.15,58940.55,72.85
Stories - Bir Hasan,Take Away,HOT BAR SECTION,WHITE MOCHA MEDIUM,1610.0,421235.93,106843.21,25.36,314392.72,74.64
Stories - Bir Hasan,Take Away,HOT BAR SECTION,WHITE MOCHA SMALL,2326.0,433040.67,111640.93,25.78,321399.74,74.22
Stories - Bir Hasan,Take Away,HOT BAR SECTION,YIRGACHEFFE BEANS 250G,22.0,13939.94,6563.33,47.08,7376.61,52.92
Stories - Bir Hasan,Take Away,HOT BAR SECTION,Total By Division:,27962.12,5740051.13,1279135.29,22.28,4460915.84,77.72
Stories - Bir Hasan,Take Away,HOT BAR SECTION,Total By Category:,109206.6,1452394.17,3263444.34,22.47,11260497.35,77.53
Stories - Bir Hasan,Take Away,CINNAMON ROLLS,CHOCOLATE ROLL LARGE,326.0,83220.72,19132.31,22.99,64088.41,77.01
Stories - Bir Hasan,Take Away,CINNAMON ROLLS,CLASSIC CINNAMON ROLL LARGE,1920.0,546097.9,96533.7,17.68,449564.2,82.32
Stories - Bir Hasan,Take Away,CINNAMON ROLLS,EXTRA CREAM CHEESE FROSTING MIX,18.0,582.88,177.62,30.47,405.26,69.53
Stories - Bir Hasan,Take Away,CINNAMON ROLLS,LOTUS ROLL,66.0,24236.94,4029.36,16.62,20207.57,83.38
Stories - Bir Hasan,Take Away,CINNAMON ROLLS,RED CINNAMON ROLL,107.0,37000.9,5922.41,16.01,31078.49,83.99
Stories - Bir Hasan,Take Away,CINNAMON ROLLS,Total By Division:,2437.0,691139.34,125795.4,18.2,565343.94,81.8
Stories - Bir Hasan,Take Away,COFFEE PASTRY,APRICOT SABLE,67.0,15999.73,5996.5,37.48,10003.23,62.52
Stories - Bir Hasan,Take Away,COFFEE PASTRY,BLUEBERRY CHEESE CAKE,223.0,80834.53,54952.4,67.98,25882.13,32.02
Stories - Bir Hasan,Take Away,COFFEE PASTRY,BLUEBERRY MUFFIN,168.0,34421.68,7423.84,21.57,26997.84,78.43
Stories - Bir Hasan,Take Away,COFFEE PASTRY,BROWNIES CAKE,751.0,119998.5,49290.63,41.08,70707.87,58.92
Stories - Bir Hasan,Take Away,COFFEE PASTRY,CARROT CAKE,167.0,48688.11,16540.79,33.97,32147.32,66.03
Stories - Bir Hasan,Take Away,COFFEE PASTRY,CHOCOLATE SABLE,222.0,52959.82,26492.0,50.02,26467.82,49.98
Stories - Bir Hasan,Take Away,COFFEE PASTRY,DOUBLE CHOCOLATE MUFFIN,267.0,54666.49,12538.07,22.94,42128.42,77.06
Stories - Bir Hasan,Take Away,COFFEE PASTRY,FRAMBOISE CHEESE CAKE,130.0,47193.69,31530.85,66.81,15662.84,33.19
Stories - Bir Hasan,Take Away,COFFEE PASTRY,LAZY CAKE,533.0,170541.92,79505.83,46.62,91036.09,53.38
Stories - Bir Hasan,Take Away,COFFEE PASTRY,LOTUS CHEESE CAKE,155.0,56488.29,37374.25,66.16,19114.04,33.84
Stories - Bir Hasan,Take Away,COFFEE PASTRY,ORANGE CAKE,84.0,25470.0,5118.51,20.1,20351.49,79.9
Stories - Bir Hasan,Take Away,COFFEE PASTRY,RED VELVET CAKE,132.0,40311.41,19690.0,48.84,20621.41,51.16
Stories - Bir Hasan,Take Away,COFFEE PASTRY,RED VELVET MUFFIN_,33.0,6693.21,1290.01,19.27,5403.21,80.73
Stories - Bir Hasan,Take Away,COFFEE PASTRY,Total By Division:,2932.0,754267.39,347743.69,46.1,406523.7,53.9
Stories - Bir Hasan,Take Away,COOKIES,NY STYLE COOKIE - CHOCOLATE CHIP WALNUT,508.0,164927.03,45466.0,27.57,119461.03,72.43
Stories - Bir Hasan,Take Away,COOKIES,NY STYLE COOKIE - DOUBLE CHOCOLATE,137.0,43643.54,12261.5,28.09,31382.04,71.91
Stories - Bir Hasan,Take Away,COOKIES,Total By Division:,645.0,208570.57,57727.5,27.68,150843.07,72.32
Stories - Bir Hasan,Take Away,CROISSANT,CHEESE CROISSANT,694.0,145217.84,57972.13,39.92,87245.71,60.08
Stories - Bir Hasan,Take Away,CROISSANT,CHOCOLATE CROISSANT,492.0,105026.91,41098.4,39.13,63928.51,60.87
Stories - Bir Hasan,Take Away,CROISSANT,PLAIN CROISSANT,112.0,21369.91,8159.54,38.18,13210.37,61.82
Stories - Bir Hasan,Take Away,CROISSANT,THYME CROISSANT,235.0,45538.74,18228.17,40.03,27310.57,59.97
Stories - Bir Hasan,Take Away,CROISSANT,Total By Division:,1533.0,317153.39,125458.24,39.56,191695.16,60.44
Stories - Bir Hasan,Take Away,FRENCH PASTRY,CHOCOLATE SALTED CAKE,158.0,50410.21,22625.6,44.88,27784.61,55.12
Stories - Bir Hasan,Take Away,FRENCH PASTRY,CHRISTMAS ORIGINAL ECLAIR,117.0,29021.26,22339.2,76.98,6682.06,23.02
Stories - Bir Hasan,Take Away,FRENCH PASTRY,CHRISTMAS PISTACHIO ECLAIR,3.0,1081.08,572.8,52.98,508.28,47.02
Stories - Bir Hasan,Take Away,FRENCH PASTRY,ECLAIR CARAMEL,136.0,33952.34,17852.27,52.58,16100.08,47.42
Stories - Bir Hasan,Take Away,FRENCH PASTRY,ECLAIR CHOCOLAT,203.0,50949.46,26647.13,52.3,24302.33,47.7
Stories - Bir Hasan,Take Away,FRENCH PASTRY,ECLAIR COFFEE,17.0,4621.62,2231.53,48.28,2390.09,51.72
Stories - Bir Hasan,Take Away,FRENCH PASTRY,ECLAIR ORIGINAL,240.0,60854.87,31504.0,51.77,29350.87,48.23
Stories - Bir Hasan,Take Away,FRENCH PASTRY,FONDANT AU CHOCOLAT,225.0,79166.67,46987.5,59.35,32179.17,40.65
Stories - Bir Hasan,Take Away,FRENCH PASTRY,MACARONS,264.0,70927.93,38710.54,54.58,32217.39,45.42
Stories - Bir Hasan,Take Away,FRENCH PASTRY,Total By Division:,1363.0,380985.44,209470.57,54.98,171514.86,45.02
Stories - Bir Hasan,Take Away,FROZEN YOGHURT,ARABESCHI COCCO SNAK,2.0,190.09,91.31,48.03,98.78,51.97
Stories - Bir Hasan,Take Away,FROZEN YOGHURT,BLUEBERRIES,469.0,33592.61,13991.83,41.65,19600.78,58.35
Stories - Bir Hasan,Take Away,FROZEN YOGHURT,BLUEBERRIES COMBO,4381.0,0.0,130699.83,0.0,-130699.83,100.0
Stories - Bir Hasan,Take Away,FROZEN YOGHURT,BLUEBERRY YOGHURT COMBO MEDIUM,463.0,191823.27,39294.99,20.48,152528.29,79.52
Stories - Bir Hasan,Take Away,FROZEN YOGHURT,BLUEBERRY YOGHURT COMBO SMALL,1012.8,336651.92,65419.32,19.43,271232.6,80.57
Stories - Bir Hasan,Take Away,FROZEN YOGHURT,BLUEBERRY YOGHURT COMBO X-LARGE,73.5,41491.32,10103.31,24.35,31388.02,75.65
Stories - Bir Hasan,Take Away,FROZEN YOGHURT,BLUEBERRY YOGHURT,20.5,7304.05,1739.84,23.82,5564.21,76.18
Stories - Bir Hasan,Take Away,MEDIUM,BLUEBERRY YOGHURT SMALL,65.5,21033.96,4230.81,20.11,16803.15,79.89
Stories - Bir Hasan,Take Away,MEDIUM,BLUEBERRY YOGHURT X-LARGE,1.0,495.5,137.46,27.74,358.04,72.26
Stories - Bir Hasan,Take Away,MEDIUM,BROWNIES,107.0,7210.93,1976.59,27.41,5234.34,72.59
Stories - Bir Hasan,Take Away,MEDIUM,BROWNIES COMBO,2183.0,0.0,40326.12,0.0,-40326.12,100.0
Stories - Bir Hasan,Take Away,MEDIUM,CHOCOLATE CHIPS,332.0,23639.46,2961.5,12.53,20677.96,87.47
Stories - Bir Hasan,Take Away,MEDIUM,CHOCOLATE CHIPS COMBO,2642.0,0.0,23567.08,0.0,-23567.08,100.0
Stories - Bir Hasan,Take Away,MEDIUM,CHOCOLATE CRUNCH,1068.0,112541.44,50747.48,45.09,61793.96,54.91
Stories - Bir Hasan,Take Away,MEDIUM,CHOCOLATE QUELLA,376.5,39418.08,12436.63,31.55,26981.45,68.45
Stories - Bir Hasan,Take Away,MEDIUM,CHOCOLATE QUELLA CRUNCH,142.0,14750.51,8287.28,56.18,6463.23,43.82
Stories - Bir Hasan,Take Away,MEDIUM,CHOCOLATE YOGHURT COMBO MEDIUM,323.5,131644.41,24350.84,18.5,107293.57,81.5
Stories - Bir Hasan,Take Away,MEDIUM,CHOCOLATE YOGHURT COMBO SMALL,759.1,253760.09,43568.21,17.17,210191.88,82.83
Stories - Bir Hasan,Take Away,MEDIUM,CHOCOLATE YOGHURT COMBO X-LARGE,55.5,31130.36,6776.79,21.77,24353.57,78.23
Stories - Bir Hasan,Take Away,MEDIUM,CHOCOLATE YOGHURT MEDIUM,23.0,8180.21,1731.28,21.16,6448.93,78.84
Stories - Bir Hasan,Take Away,MEDIUM,CHOCOLATE YOGHURT SMALL,69.5,22006.14,3988.92,18.13,18017.22,81.87
Stories - Bir Hasan,Take Away,MEDIUM,CHOCOLATE YOGHURT X-LARGE,1.0,466.67,122.1,26.17,344.56,73.83
Stories - Bir Hasan,Take Away,MEDIUM,CRUMBLE LEMON,14.0,1425.23,484.01,33.96,941.22,66.04
Stories - Bir Hasan,Take Away,MEDIUM,CRUMBOLE PISTACHIO,70.0,7079.94,3940.68,55.66,3139.25,44.34
Stories - Bir Hasan,Take Away,MEDIUM,CRUMBOLE RED BERRIES,47.0,4788.41,1680.92,35.1,3107.49,64.9
Stories - Bir Hasan,Take Away,MEDIUM,GRANOLLA,96.0,6502.88,513.07,7.89,5989.82,92.11
Stories - Bir Hasan,Take Away,MEDIUM,GRANOLLA COMBO,2106.0,0.0,11255.37,0.0,-11255.37,100.0
Stories - Bir Hasan,Take Away,MEDIUM,GUMMY BEARS,98.0,6882.1,723.61,10.51,6158.49,89.49
Stories - Bir Hasan,Take Away,MEDIUM,GUMMY BEARS COMBO,2157.0,0.0,15926.75,0.0,-15926.75,100.0
Stories - Bir Hasan,Take Away,MEDIUM,HONEY,64.0,4526.85,575.05,12.7,3951.8,87.3
Stories - Bir Hasan,Take Away,MEDIUM,HONEY COMBO,82.0,0.0,736.78,0.0,-736.78,100.0
Stories - Bir Hasan,Take Away,MEDIUM,LOTUS BISCUIT COMBO,2222.0,0.0,24233.2,0.0,-24233.2,100.0
Stories - Bir Hasan,Take Away,MEDIUM,LOTUS BISCUITS,134.0,9381.98,1461.41,15.58,7920.57,84.42
Stories - Bir Hasan,Take Away,MEDIUM,LOTUS SPREAD YOGHURT COMBO MEDIUM,82.5,33944.44,5736.83,16.9,28207.61,83.1
Stories - Bir Hasan,Take Away,MEDIUM,LOTUS SPREAD YOGHURT COMBO SMALL,220.5,67633.63,11706.96,17.31,55926.68,82.69
Stories - Bir Hasan,Take Away,MEDIUM,LOTUS SPREAD YOGHURT COMBO X-LARGE,19.0,10337.84,2145.61,20.75,8192.22,79.25
Stories - Bir Hasan,Take Away,MEDIUM,LOTUS SPREAD YOGHURT SMALL,10.5,3348.35,557.47,16.65,2790.87,83.35
Stories - Bir Hasan,Take Away,MEDIUM,LOTUS YOGHURT COMBO MEDIUM,213.0,86661.44,27146.66,31.32,59514.78,68.68
Stories - Bir Hasan,Take Away,MEDIUM,LOTUS YOGHURT COMBO SMALL,431.5,135425.77,41651.22,30.76,93774.54,69.24
Stories - Bir Hasan,Take Away,MEDIUM,LOTUS YOGHURT COMBO X-LARGE,35.5,19931.29,7298.3,36.62,12632.99,63.38
Stories - Bir Hasan,Take Away,MEDIUM,LOTUS YOGHURT MEDIUM,14.5,5056.67,1848.01,36.55,3208.65,63.45
Stories - Bir Hasan,Take Away,MEDIUM,LOTUS YOGHURT SMALL,16.5,5220.6,1592.69,30.51,3627.91,69.49
Stories - Bir Hasan,Take Away,MEDIUM,MANGO,261.0,19226.13,3205.2,16.67,16020.93,83.33
Stories - Bir Hasan,Take Away,MEDIUM,MANGO COMBO,5752.0,0.0,70637.21,0.0,-70637.21,100.0
Stories - Bir Hasan,Take Away,MEDIUM,MANGO YOGHURT COMBO MEDIUM,1242.7,510697.48,106221.12,20.8,404476.35,79.2
Stories - Bir Hasan,Take Away,MEDIUM,MANGO YOGHURT COMBO SMALL,2650.75,871644.6,172422.83,19.78,699221.76,80.22
Stories - Bir Hasan,Take Away,MEDIUM,MANGO YOGHURT COMBO X-LARGE,192.5,106347.37,26647.59,25.06,79699.78,74.94
Stories - Bir Hasan,Take Away,MEDIUM,MANGO YOGHURT MEDIUM,43.0,15264.86,3675.47,24.08,11589.39,75.92
Stories - Bir Hasan,Take Away,MEDIUM,MANGO YOGHURT SMALL,175.0,55601.31,11383.19,20.47,44218.11,79.53
Stories - Bir Hasan,Take Away,MEDIUM,MANGO YOGHURT X-LARGE,6.0,2915.32,830.57,28.49,2084.74,71.51
Stories - Bir Hasan,Take Away,MEDIUM,MARSHMALLOW,204.0,14123.0,1217.2,8.62,12905.8,91.38
Stories - Bir Hasan,Take Away,MEDIUM,MARSHMALLOW COMBO,2897.0,0.0,17285.43,0.0,-17285.43,100.0
Stories - Bir Hasan,Take Away,MEDIUM,MIXED NUTS,48.0,3254.95,738.91,22.7,2516.04,77.3
Stories - Bir Hasan,Take Away,MEDIUM,MIXED NUTS COMBO,815.0,0.0,12546.11,0.0,-12546.11,100.0
Stories - Bir Hasan,Take Away,MEDIUM,OATS,32.0,2178.26,73.51,3.37,2104.75,96.63
Stories - Bir Hasan,Take Away,MEDIUM,OATS COMBO,226.0,0.0,519.16,0.0,-519.16,100.0
Stories - Bir Hasan,Take Away,MEDIUM,OREO,185.0,12970.33,1519.15,11.71,11451.18,88.29
Stories - Bir Hasan,Take Away,MEDIUM,OREO COMBO,1961.0,0.0,16102.94,0.0,-16102.94,100.0
Stories - Bir Hasan,Take Away,MEDIUM,OREO CREAM YOGHURT MEDIUM,0.5,165.17,50.11,30.34,115.06,69.66
Stories - Bir Hasan,Take Away,MEDIUM,OREO CREAM YOGHURT SMALL,1.0,330.0,76.1,23.06,253.9,76.94
Stories - Bir Hasan,Take Away,MEDIUM,ORIGINAL YOGHURT COMBO MEDIUM,1009.5,418010.19,101849.62,24.37,316160.58,75.63
Stories - Bir Hasan,Take Away,MEDIUM,ORIGINAL YOGHURT COMBO SMALL,2213.1,756699.76,169541.42,22.41,587158.34,77.59
Stories - Bir Hasan,Take Away,MEDIUM,ORIGINAL YOGHURT COMBO X-LARGE,214.0,118524.07,34901.94,29.45,83622.13,70.55
Stories - Bir Hasan,Take Away,MEDIUM,ORIGINAL YOGHURT MEDIUM,116.5,41592.22,11753.82,28.26,29838.4,71.74
Stories - Bir Hasan,Take Away,MEDIUM,ORIGINAL YOGHURT SMALL,215.0,68540.75,16470.74,24.03,52070.01,75.97
Stories - Bir Hasan,Take Away,MEDIUM,ORIGINAL YOGHURT X-LARGE,2.0,990.99,326.19,32.92,664.8,67.08
Stories - Bir Hasan,Take Away,MEDIUM,PINEAPPLE,167.0,11523.36,3060.07,26.56,8463.3,73.44
Stories - Bir Hasan,Take Away,MEDIUM,PINEAPPLE COMBO,3334.0,0.0,61091.4,0.0,-61091.4,100.0
Stories - Bir Hasan,Take Away,MEDIUM,PISTACHIO CRUNCH,906.0,94723.51,68459.48,72.27,26264.03,27.73
Stories - Bir Hasan,Take Away,MEDIUM,PISTACHIO YOGHURT COMBO MEDIUM,9.0,4510.0,2927.03,64.9,1582.97,35.1
Stories - Bir Hasan,Take Away,MEDIUM,PISTACHIO YOGHURT COMBO SMALL,35.0,13568.33,8570.05,63.16,4998.28,36.84
Stories - Bir Hasan,Take Away,MEDIUM,PISTACHIO YOGHURT COMBO X-LARGE,0.5,300.0,261.01,87.0,38.99,13.0
Stories - Bir Hasan,Take Away,MEDIUM,PISTACHIO YOGHURT SMALL,3.0,1170.0,734.58,62.78,435.42,37.22
Stories - Bir Hasan,Take Away,MEDIUM,POMEGRANATE YOGHURT COMBO MEDIUM,83.5,33405.0,7473.46,22.37,25931.54,77.63
Stories - Bir Hasan,Take Away,MEDIUM,POMEGRANATE YOGHURT COMBO SMALL,209.75,65310.0,14276.98,21.86,51033.02,78.14
Stories - Bir Hasan,Take Away,MEDIUM,POMEGRANATE YOGHURT COMBO X-LARGE,13.0,6820.0,1883.33,27.61,4936.67,72.39
Stories - Bir Hasan,Take Away,MEDIUM,POMEGRANATE YOGHURT MEDIUM,2.5,866.67,223.76,25.82,642.91,74.18
Stories - Bir Hasan,Take Away,MEDIUM,POMEGRANATE YOGHURT SMALL,19.5,6170.0,1327.3,21.51,4842.7,78.49
Stories - Bir Hasan,Take Away,MEDIUM,SPRINKLES,90.0,6331.83,338.31,5.34,5993.52,94.66
Stories - Bir Hasan,Take Away,MEDIUM,SPRINKLES COMBO,1389.0,0.0,5221.25,0.0,-5221.25,100.0
Stories - Bir Hasan,Take Away,MEDIUM,STRAWBERRY,414.0,30021.44,6008.24,20.01,24013.2,79.99
Stories - Bir Hasan,Take Away,MEDIUM,STRAWBERRY COMBO,7817.0,0.0,113445.47,0.0,-113445.47,100.0
Stories - Bir Hasan,Take Away,MEDIUM,TASTING CUP BLUEBERRY,52.0,0.0,498.68,0.0,-498.68,100.0
Stories - Bir Hasan,Take Away,MEDIUM,TASTING CUP CHOCOLATE,101.0,0.0,871.65,0.0,-871.65,100.0
Stories - Bir Hasan,Take Away,MEDIUM,TASTING CUP LOTUS SPREAD,59.0,0.0,396.13,0.0,-396.13,100.0
Stories - Bir Hasan,Take Away,MEDIUM,TASTING CUP MANGO,147.0,0.0,1418.62,0.0,-1418.62,100.0
Stories - Bir Hasan,Take Away,MEDIUM,TASTING CUP OREO,3.0,0.0,33.37,0.0,-33.37,100.0
Stories - Bir Hasan,Take Away,MEDIUM,TASTING CUP ORIGINAL YOUGHURT,176.0,0.0,1733.51,0.0,-1733.51,100.0
Stories - Bir Hasan,Take Away,MEDIUM,TASTING CUP PISTACHIO,6.0,0.0,201.75,0.0,-201.75,100.0
Stories - Bir Hasan,Take Away,MEDIUM,TASTING CUP POMEGRANATE,6.0,0.0,44.12,0.0,-44.12,100.0
Stories - Bir Hasan,Take Away,MEDIUM,TASTING CUP SPECULOSE LOTUS,21.0,0.0,290.8,0.0,-290.8,100.0
Stories - Bir Hasan,Take Away,MEDIUM,VARIEGATO WAFER,34.5,3530.0,1713.7,48.55,1816.3,51.45
Stories - Bir Hasan,Take Away,MEDIUM,VARIEGATO WAFER PISTACHIO,9.0,930.93,579.96,62.3,350.97,37.7
Stories - Bir Hasan,Take Away,MEDIUM,WAFER ROLL,66.0,4651.11,469.0,10.08,4182.11,89.92
Stories - Bir Hasan,Take Away,MEDIUM,WAFER ROLL COMBO,1725.0,0.0,12258.08,0.0,-12258.08,100.0
Stories - Bir Hasan,Take Away,MEDIUM,Total By Division:,60064.7,4988387.4,1743570.76,34.95,3244816.64,65.05
Stories - Bir Hasan,Take Away,GRAB&GO FOOD,ASIAN SALAD (GRAB&GO),105.0,47754.71,13623.37,28.53,34131.35,71.47
Stories - Bir Hasan,Take Away,GRAB&GO FOOD,BEETROOT CUP,34.0,7147.15,2576.41,36.05,4570.74,63.95
Stories - Bir Hasan,Take Away,GRAB&GO FOOD,BOUMALI CUP,117.0,23060.9,13822.38,59.94,9238.52,40.06
Stories - Bir Hasan,Take Away,GRAB&GO FOOD,CAESER SALAD (GRAB&GO),15.0,6348.35,1512.17,23.82,4836.17,76.18
Stories - Bir Hasan,Take Away,GRAB&GO FOOD,CHICKEN CAESER SALAD (GRAB&GO),58.0,27015.01,12298.55,45.52,14716.46,54.48
Stories - Bir Hasan,Take Away,GRAB&GO FOOD,CHICKEN VERDE SALAD,2.0,924.92,405.81,43.87,519.12,56.13
Stories - Bir Hasan,Take Away,GRAB&GO FOOD,CHOCOLATE SP/MO,41.0,8618.62,3106.84,36.05,5511.78,63.95
Stories - Bir Hasan,Take Away,GRAB&GO FOOD,FREEZE DROPS STRAWBERRY,319.0,64370.15,43396.76,67.42,20973.39,32.58
